index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,year
3400,Coburg,6 Stawell St,3,h,935500,S,Brad,3/4/2017,7.8,3058,3,1,2,386,126,1970,Moreland,-37.7364,144.96,Northern Metropolitan,11204,2017
3401,Balwyn North,151 Bulleen Rd,3,h,980000,SP,Fletchers,5/14/2016,9.2,3104,3,1,1,542,126,1970,Boroondara,-37.7832,145.0779,Southern Metropolitan,7809,2016
3402,Sunshine West,11 Ridgeway Pde,3,h,660000,S,Douglas,3/18/2017,13.5,3020,3,1,4,700,126,1970,Brimbank,-37.7845,144.8131,Western Metropolitan,6763,2017
3403,Williamstown,2/77 Dover Rd,2,u,543000,S,Williams,4/8/2017,8,3016,2,1,1,0,78,1974,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380,2017
3404,Ringwood East,8 Ian Av,4,h,800000,PI,Philip,9/9/2017,21.3,3135,4,2,2,650,112,1960,,-37.80103,145.25368,Eastern Metropolitan,4407,2017
3405,Coburg,13 Shackell St,4,h,1000000,S,Brad,9/23/2017,6.7,3058,4,2,1,343,126,1970,,-37.74234,144.95169,Northern Metropolitan,11204,2017
3406,Fitzroy,10/59 Young St,3,h,1326000,S,Nelson,5/20/2017,1.6,3065,3,2,2,718,126,2006,Yarra,-37.8065,144.9781,Northern Metropolitan,5825,2017
3407,Fawkner,115 Lorne St,2,h,830000,PI,Stockdale,7/22/2017,13.1,3060,2,1,1,779,102,1950,Moreland,-37.71532,144.96508,Northern Metropolitan,5070,2017
3408,Albert Park,55 Merton St,3,h,2100000,SP,Marshall,4/23/2016,3.3,3206,2,1,1,120,123,1900,Port Phillip,-37.8427,144.9546,Southern Metropolitan,3280,2016
3409,Hampton,73 Linacre Rd,3,h,1403000,S,Hodges,12/10/2016,13.7,3188,3,1,2,495,126,1970,Bayside,-37.9428,145.0092,Southern Metropolitan,5454,2016
3410,Keilor Park,55 Erebus St,3,h,752500,S,Nelson,5/27/2017,10.4,3042,3,2,1,468,144,1970,Brimbank,-37.72203,144.85994,Western Metropolitan,1119,2017
3411,Carnegie,3/78 Moonya Rd,3,t,860000,SP,Gary,3/4/2017,11.4,3163,3,2,1,1113,113,1990,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822,2017
3412,Albert Park,3 Herbert St,3,h,1800000,VB,Cayzer,9/10/2016,3.3,3206,3,1,1,253,126,1970,Port Phillip,-37.8443,144.9579,Southern Metropolitan,3280,2016
3413,Hawthorn East,5/107 Victoria Rd,2,u,655250,SP,Marshall,4/23/2016,7.5,3123,2,1,1,1153,69,1970,Boroondara,-37.8227,145.0528,Southern Metropolitan,6482,2016
3414,Noble Park,13 Mather Rd,4,h,805000,S,C21,5/27/2017,22.7,3174,4,2,4,702,140,1980,Greater Dandenong,-37.97412,145.18022,South-Eastern Metropolitan,11806,2017
3415,Hawthorn,3 Glen St,5,h,3500000,VB,Marshall,9/17/2016,4.6,3122,5,1,3,740,5,1970,Boroondara,-37.8298,145.0355,Southern Metropolitan,11308,2016
3416,Bentleigh East,76 Bignell Rd,3,h,1000000,S,Woodards,9/24/2016,13.9,3165,3,1,2,576,126,1970,Glen Eira,-37.9362,145.0691,Southern Metropolitan,10969,2016
3417,Fawkner,1 Baird St,3,h,687000,S,Brad,5/20/2017,12.4,3060,3,2,1,577,126,1970,Moreland,-37.7071,144.9706,Northern Metropolitan,5070,2017
3418,Aberfeldie,25 Valencia St,2,h,1300000,S,Rendina,10/8/2016,9.1,3040,3,1,5,528,126,1970,Moonee Valley,-37.7617,144.8987,Western Metropolitan,1543,2016
3419,Coburg,31 Elizabeth St,2,h,820000,S,Peter,12/10/2016,7.8,3058,2,1,1,597,126,1960,Moreland,-37.7402,144.9807,Northern Metropolitan,11204,2016
3420,Glen Iris,5 Ventich St,5,h,2215000,S,Marshall,8/12/2017,7.3,3146,5,2,2,847,126,1970,Boroondara,-37.85611,145.08776,Southern Metropolitan,10412,2017
3421,Toorak,19/36 Grange Rd,1,u,515501,SP,hockingstuart,11/12/2016,4.6,3142,1,1,1,0,126,1970,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217,2016
3422,Abbotsford,25 Bloomburg St,2,h,1035000,S,Biggin,2/4/2016,2.5,3067,2,1,0,156,79,1900,Yarra,-37.8079,144.9934,Northern Metropolitan,4019,2016
3423,Kew,25/912 Glenferrie Rd,1,u,468000,S,hockingstuart,5/13/2017,5.6,3101,1,1,1,0,126,1970,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331,2017
3424,Sunshine North,6 Sproul St,3,h,520000,S,Barry,2/25/2017,13.3,3020,3,1,1,535,126,1970,Brimbank,-37.757,144.8313,Western Metropolitan,4217,2017
3425,Doncaster East,11 Huntingfield Dr,4,h,1662000,S,Jellis,6/3/2017,14.3,3109,4,2,2,785,199,1980,Manningham,-37.7738,145.16712,Eastern Metropolitan,10999,2017
3426,Glenroy,56 Maude Av,2,h,605000,S,Nelson,9/9/2017,11.2,3046,2,1,2,378,92,1955,,-37.70175,144.93578,Northern Metropolitan,8870,2017
3427,Footscray,2/25 Stanlake St,3,t,699000,S,Jas,9/24/2016,6.4,3011,3,1,1,125,113,2000,Maribyrnong,-37.7922,144.8831,Western Metropolitan,7570,2016
3428,Croydon,8 Banool Ct,4,h,932000,S,Hoskins,7/1/2017,23,3136,4,2,2,880,225,1970,Maroondah,-37.79587,145.2683,Eastern Metropolitan,11925,2017
3429,Werribee,32 Hooker Rd,3,h,515000,S,hockingstuart,9/23/2017,14.7,3030,3,2,1,517,115,1985,,-37.89423,144.64131,Western Metropolitan,16166,2017
3430,Hawthorn,25/510 Glenferrie Rd,1,u,348000,S,Woodards,12/3/2016,4.6,3122,1,1,1,0,53,1950,Boroondara,-37.8303,145.0341,Southern Metropolitan,11308,2016
3431,Mordialloc,6 Winterset Cl,4,h,1440000,S,Hodges,8/12/2017,21.5,3195,4,2,2,695,126,1970,Kingston,-38.00477,145.10078,South-Eastern Metropolitan,3650,2017
3432,Thornbury,108 Normanby Av,3,h,1300000,SP,Love,9/16/2017,7,3071,3,1,2,531,126,1970,,-37.75832,144.99017,Northern Metropolitan,8870,2017
3433,Deer Park,13 Poole St,3,h,650000,PI,Barry,7/8/2017,14.8,3023,3,1,2,697,135,1955,Brimbank,-37.77396,144.77229,Western Metropolitan,6388,2017
3434,Albanvale,28 Oakwood Rd,3,h,526500,S,Ray,6/24/2017,14,3021,3,1,2,529,126,1970,Brimbank,-37.7438,144.77059,Western Metropolitan,1899,2017
3435,Maidstone,40 Howard St,3,h,740000,S,Sweeney,2/25/2017,9.2,3012,3,1,2,333,126,1950,Maribyrnong,-37.7889,144.8787,Western Metropolitan,3873,2017
3436,Altona North,6 Hill St,3,h,815000,S,hockingstuart,2/25/2017,11.1,3025,3,2,3,555,130,1960,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132,2017
3437,Bentleigh,72 Daley St,4,h,1281000,S,hockingstuart,8/28/2016,13,3204,3,1,5,594,150,1940,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795,2016
3438,Keilor East,60 Wonganella Dr,3,h,680000,S,Nelson,6/27/2016,12.8,3033,3,1,2,558,105,1980,Moonee Valley,-37.7305,144.8646,Western Metropolitan,5629,2016
3439,Eltham North,15 Highpoint Cr,4,h,920000,S,Buckingham,7/29/2017,18,3095,4,3,2,1503,209,1980,Nillumbik,-37.70697,145.14105,Eastern Metropolitan,2346,2017
3440,Coburg North,53 Ronald St,3,h,735000,SP,Barry,3/4/2017,9.2,3058,3,1,1,427,126,1970,Moreland,-37.7303,144.9773,Northern Metropolitan,3445,2017
3441,Point Cook,23 Bevan Ct,5,h,660000,S,Reliance,7/1/2017,14.7,3030,5,2,2,571,227.6,2011,Wyndham,-37.89467,144.72018,Western Metropolitan,15542,2017
3442,Richmond,601/10 Burnley St,1,u,362000,S,Biggin,11/27/2016,2.6,3121,1,1,1,0,126,1970,Yarra,-37.8127,145.0094,Northern Metropolitan,14949,2016
3443,Surrey Hills,6 Alandale St,3,h,1150000,S,Marshall,9/17/2016,11.2,3127,3,2,1,247,145,2005,Whitehorse,-37.836,145.1046,Southern Metropolitan,5457,2016
3444,Watsonia,60 Princes St,3,h,830000,S,Miles,6/17/2017,14.5,3087,3,1,2,696,126,1970,Banyule,-37.70576,145.07788,Northern Metropolitan,2329,2017
3445,South Melbourne,24B Dow St,2,t,1100000,S,Marshall,5/13/2017,2.1,3205,2,1,1,327,75,2004,Port Phillip,-37.8351,144.964,Southern Metropolitan,5943,2017
3446,Templestowe,1 Saville Ct,5,h,1300000,PI,Barry,7/22/2017,15.5,3106,5,3,3,767,126,1970,Manningham,-37.76084,145.12675,Eastern Metropolitan,6202,2017
3447,Clifton Hill,8/96 Spensley St,2,u,556000,S,Nelson,5/27/2017,3.6,3068,2,1,0,0,126,1968,Yarra,-37.78745,145.00061,Northern Metropolitan,2954,2017
3448,Thornbury,171 Mansfield St,3,h,1130000,S,Jellis,5/20/2017,6.5,3071,3,1,1,381,126,1970,Darebin,-37.7575,145.0128,Northern Metropolitan,8870,2017
3449,Moorabbin,15 Genoa St,3,h,937000,S,Hodges,9/10/2016,14.6,3189,3,2,1,534,104,1960,Kingston,-37.9426,145.0568,Southern Metropolitan,2555,2016
3450,Caulfield,22 Masters St,2,h,1070000,S,Gary,8/12/2017,8.7,3162,2,1,0,261,126,1970,Glen Eira,-37.88569,145.02496,Southern Metropolitan,2379,2017
3451,Malvern,312 Glenferrie Rd,4,h,4700000,S,Marshall,5/14/2016,7.4,3144,4,3,2,879,126,1970,Stonnington,-37.8527,145.0301,Southern Metropolitan,4675,2016
3452,Carlton,10/3 Lytton St,2,u,500000,VB,Peter,4/29/2017,1.8,3053,2,1,1,4076,126,1970,Melbourne,-37.7941,144.9678,Northern Metropolitan,6786,2017
3453,Balwyn,33 Power St,4,h,1700000,VB,Marshall,7/30/2016,9.7,3103,3,1,1,672,115,1935,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682,2016
3454,Keilor Downs,17 Goodwood Dr,3,h,683000,S,Barry,8/26/2017,15.5,3038,3,2,2,664,126,1970,,-37.72474,144.79545,Western Metropolitan,3656,2017
3455,Templestowe Lower,20 Airds Rd,4,h,1745000,S,RT,8/26/2017,12.4,3107,4,2,2,741,126,1970,,-37.75843,145.10888,Eastern Metropolitan,5420,2017
3456,Albert Park,227a Danks St,3,h,2030000,S,hockingstuart,8/28/2016,3.3,3206,3,2,0,152,126,1970,Port Phillip,-37.8488,144.9551,Southern Metropolitan,3280,2016
3457,Yarraville,34 Wilkins St,3,h,931000,S,Douglas,3/4/2017,7,3013,3,1,1,442,126,1970,Maribyrnong,-37.8182,144.8727,Western Metropolitan,6543,2017
3458,Coburg,38 Gordon St,4,h,1080000,VB,Nelson,9/3/2017,6.7,3058,4,1,1,452,126,1970,,-37.75089,144.94833,Northern Metropolitan,11204,2017
3459,Oakleigh,3 Grant St,2,h,875000,PI,Ray,8/26/2017,12.3,3166,2,1,0,419,76,1920,,-37.89721,145.09792,Southern Metropolitan,3224,2017
3460,Port Melbourne,61 Heath St,3,h,1635000,PI,Marshall,9/23/2017,3.5,3207,3,1,2,112,126,1970,,-37.83526,144.94423,Southern Metropolitan,8648,2017
3461,South Yarra,1001/800 Chapel St,2,u,1090000,S,hockingstuart,7/29/2017,2.7,3141,2,2,2,17200,126,2000,Stonnington,-37.83613,144.99661,Southern Metropolitan,14887,2017
3462,West Melbourne,218 Adderley St,3,h,1750000,S,Woodards,5/13/2017,1.9,3003,3,1,1,160,126,1870,Melbourne,-37.8082,144.9451,Northern Metropolitan,2230,2017
3463,Carnegie,53 Moonya Rd,4,h,1423000,S,Woodards,11/19/2016,11.4,3163,4,3,4,838,126,1970,Glen Eira,-37.8972,145.0617,Southern Metropolitan,7822,2016
3464,Chadstone,4 Jacana Ct,4,h,1260000,S,McGrath,2/25/2017,13.6,3148,4,2,2,500,277,2001,Monash,-37.8845,145.1027,Southern Metropolitan,3582,2017
3465,Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,7/15/2017,14.5,3087,4,1,2,909,126,1970,Banyule,-37.70255,145.08578,Northern Metropolitan,1442,2017
3466,Nunawading,2/324 Springfield Rd,3,u,777000,S,Barry,5/27/2017,15.4,3131,3,2,2,239,113,2014,Whitehorse,-37.81359,145.17574,Eastern Metropolitan,4973,2017
3467,Hawthorn,17 Morang Rd,3,h,3120000,S,Jellis,8/28/2016,4.6,3122,2,1,4,677,126,1970,Boroondara,-37.8224,145.0243,Southern Metropolitan,11308,2016
3468,Balwyn,4/3 King St,3,h,700000,VB,Marshall,5/7/2016,9.7,3103,3,1,1,188,110,1970,Boroondara,-37.8065,145.065,Southern Metropolitan,5682,2016
3469,Caulfield South,9/434 Kooyong Rd,2,u,630000,S,Biggin,5/20/2017,9.3,3162,2,1,1,0,71,2003,Glen Eira,-37.8937,145.0137,Southern Metropolitan,5051,2017
3470,Glenroy,1/26 York St,3,t,600000,VB,Nelson,11/27/2016,13,3046,3,1,2,258,143,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,8870,2016
3471,Northcote,43 Andrew St,4,h,2004000,S,Jellis,9/24/2016,5.5,3070,3,2,1,569,126,1970,Darebin,-37.772,145.0039,Northern Metropolitan,11364,2016
3472,South Yarra,3 Palermo St,3,h,2285000,S,Kay,10/15/2016,3.3,3141,3,2,2,221,135,1890,Stonnington,-37.8416,144.9959,Southern Metropolitan,14887,2016
3473,Moonee Ponds,59 Robinson St,2,h,1020000,S,Jellis,7/1/2017,6.2,3039,2,1,1,269,126,1970,Moonee Valley,-37.75782,144.92088,Western Metropolitan,6232,2017
3474,Sunshine West,64 Bardsley St,4,h,625000,S,Bells,11/7/2016,13.5,3020,4,2,2,611,126,1960,Brimbank,-37.7917,144.8196,Western Metropolitan,6763,2016
3475,Bentleigh East,1/3 Brady Rd,3,u,830000,S,Woodards,8/28/2016,13.9,3165,3,2,2,395,126,2001,Glen Eira,-37.9364,145.0649,Southern Metropolitan,10969,2016
3476,Toorak,232 Williams Rd,3,h,1635000,S,Marshall,12/3/2016,4.6,3142,3,1,2,386,126,1970,Stonnington,-37.8435,145.0043,Southern Metropolitan,7217,2016
3477,Kew,74 Gladstone St,2,h,1331000,S,Nelson,9/17/2016,5.6,3101,2,1,1,424,89,1940,Boroondara,-37.7995,145.0418,Southern Metropolitan,10331,2016
3478,Brighton,11 Foote St,4,h,4250000,S,Biggin,3/4/2017,11.2,3186,4,3,2,750,126,1970,Bayside,-37.8966,144.993,Southern Metropolitan,10579,2017
3479,Cranbourne,26 Mundaring Dr,5,h,572000,S,O'Brien,7/1/2017,34.7,3977,5,2,1,581,126,1970,Casey,-38.10687,145.2811,South-Eastern Metropolitan,7680,2017
3480,Kingsbury,1/37 Clunes St,3,u,488000,S,Ray,5/13/2017,12.4,3083,3,1,1,260,150,1961,Darebin,-37.7157,145.0386,Northern Metropolitan,1414,2017
3481,Ivanhoe,2/80 Marshall St,2,u,475000,SP,Miles,11/12/2016,7.9,3079,2,1,1,0,126,1960,Banyule,-37.7707,145.0471,Eastern Metropolitan,5549,2016
3482,Kew,157 Wiltshire Dr,3,t,730000,SP,RT,11/27/2016,5.6,3101,3,2,2,0,126,1970,Boroondara,-37.7941,145.0238,Southern Metropolitan,10331,2016
3483,St Kilda,48 Greeves St,4,h,2000000,VB,Gary,3/4/2017,6.1,3182,4,2,3,420,160,1910,Port Phillip,-37.8667,144.9832,Southern Metropolitan,13240,2017
3484,Doncaster,7 Ambrose St,4,h,1375000,S,Barry,9/3/2017,12.4,3108,4,2,3,652,218,1970,,-37.78145,145.13598,Eastern Metropolitan,9028,2017
3485,Windsor,33 Earl St,2,h,1325000,S,Marshall,11/7/2016,5.1,3181,2,1,0,153,126,1970,Stonnington,-37.8535,144.9952,Southern Metropolitan,4380,2016
3486,Reservoir,13 Whitby St,3,h,767000,S,hockingstuart,11/19/2016,11.2,3073,3,1,2,561,96,1950,Darebin,-37.7098,145.0031,Northern Metropolitan,21650,2016
3487,Camberwell,6/68 Brinsley Rd,2,u,558000,S,Buxton,8/22/2016,7.8,3124,3,1,1,0,126,1970,Boroondara,-37.8316,145.068,Southern Metropolitan,8920,2016
3488,Kew,47 Brougham St,3,h,1668000,S,Caine,2/11/2017,5.6,3101,3,2,2,289,126,1970,Boroondara,-37.8048,145.0303,Southern Metropolitan,10331,2017
3489,Northcote,61 Henry St,4,h,1550000,VB,Jellis,9/23/2017,5.3,3070,4,2,1,344,162,1900,,-37.77171,144.99565,Northern Metropolitan,11364,2017
3490,Yarraville,60 Adeney St,3,h,960000,S,Sweeney,3/4/2017,7,3013,3,1,1,503,126,1970,Maribyrnong,-37.8159,144.8626,Western Metropolitan,6543,2017
3491,Williamstown,83 Power St,3,h,1170000,S,Raine,8/26/2017,6.8,3016,3,2,4,436,126,1997,,-37.85274,144.88738,Western Metropolitan,6380,2017
3492,Oakleigh South,266 Warrigal Rd,4,h,1050000,S,Buxton,6/24/2017,15.5,3167,4,2,2,624,126,1970,Monash,-37.91489,145.08441,South-Eastern Metropolitan,3692,2017
3493,Bentleigh East,14a Daphne St,1,u,580000,S,Woodards,12/3/2016,13.9,3165,1,1,1,105,126,1970,Glen Eira,-37.9181,145.0586,Southern Metropolitan,10969,2016
3494,Werribee,1 Walwa Pl,3,h,427000,S,Greg,7/1/2017,14.7,3030,3,1,2,637,126,1970,Wyndham,-37.91165,144.67241,Western Metropolitan,16166,2017
3495,Hampton,26 Teddington Rd,3,h,1620000,SP,Buxton,10/15/2016,13.7,3188,3,1,2,783,126,1970,Bayside,-37.9359,145.017,Southern Metropolitan,5454,2016
3496,South Yarra,108/32 Bray St,2,u,470000,PI,Dingle,6/24/2017,2.7,3141,2,1,1,1890,126,1970,Stonnington,-37.84446,144.99552,Southern Metropolitan,14887,2017
3497,Coburg,52 Stawell St,3,h,841000,S,Re,11/19/2016,7.8,3058,3,1,3,385,98,1920,Moreland,-37.734,144.9603,Northern Metropolitan,11204,2016
3498,Meadow Heights,7 Dalton Ct,4,h,570000,S,Raine,7/15/2017,17.4,3048,4,2,2,665,665,1970,Hume,-37.64993,144.92955,Northern Metropolitan,4704,2017
3499,Kew,73 Cobden St,2,h,1326000,S,Nelson,11/7/2016,5.6,3101,2,1,2,405,80,1890,Boroondara,-37.8012,145.0361,Southern Metropolitan,10331,2016
3500,Bentleigh East,43 Wards Gr,3,h,1360000,SP,Woodards,2/25/2017,13.9,3165,3,1,3,676,126,1970,Glen Eira,-37.9233,145.0616,Southern Metropolitan,10969,2017
3501,Gardenvale,66A Gardenvale Rd,3,h,1250000,PI,Nick,2/11/2017,9.8,3185,3,2,2,236,193,2004,Glen Eira,-37.8982,145.0121,Southern Metropolitan,534,2017
3502,South Yarra,22/382 Toorak Rd,2,u,601000,S,Biggin,12/10/2016,3.3,3141,2,1,1,0,126,1970,Stonnington,-37.8406,145.0033,Southern Metropolitan,14887,2016
3503,Carlton North,392 Station St,2,h,2400000,S,Kelly,11/12/2016,3.2,3054,1,2,0,413,172,1900,Yarra,-37.7875,144.9759,Northern Metropolitan,3106,2016
3504,Moorabbin,1 Rhonda Ct,3,h,960000,S,Ray,11/19/2016,14.6,3189,3,1,1,593,115,1960,Kingston,-37.9431,145.0484,Southern Metropolitan,2555,2016
3505,Watsonia,1 Meagher St,3,h,741000,SP,Buckingham,11/12/2016,14.9,3087,3,1,1,671,103,1960,Banyule,-37.7072,145.0855,Northern Metropolitan,2329,2016
3506,Moonee Ponds,16/51 Buckley St,1,u,265000,VB,Brad,11/19/2016,6.9,3039,1,1,1,0,41,1970,Moonee Valley,-37.758,144.9237,Western Metropolitan,6232,2016
3507,Box Hill,126 Carrington Rd,2,u,616000,S,Philip,7/16/2016,13.1,3128,3,1,1,155,126,1970,Whitehorse,-37.8193,145.1149,Eastern Metropolitan,4605,2016
3508,Deepdene,4/193 Whitehorse Rd,2,h,710000,S,Nelson,7/22/2017,7.9,3103,2,1,2,1533,126,1970,Boroondara,-37.81143,145.07108,Southern Metropolitan,892,2017
3509,Glenroy,1 Tudor St,3,h,820000,VB,Nelson,12/10/2016,13,3046,3,2,4,805,126,1970,Moreland,-37.708,144.9211,Northern Metropolitan,8870,2016
3510,Malvern,3/58 Cawkwell St,2,u,569000,S,Noel,5/7/2016,7.4,3144,2,1,2,0,126,1970,Stonnington,-37.854,145.041,Southern Metropolitan,4675,2016
3511,South Yarra,608/20 Garden St,2,u,515000,VB,Harrington,4/16/2016,3.3,3141,2,1,1,734,65,2013,Stonnington,-37.8433,144.9962,Southern Metropolitan,14887,2016
3512,Hampton,6 Highett Rd,3,h,1800000,S,Buxton,8/28/2016,13.7,3188,2,2,2,920,126,1970,Bayside,-37.9452,145.0113,Southern Metropolitan,5454,2016
3513,Hawthorn,3 Randolph St,3,h,2065000,S,Jellis,6/12/2016,4.6,3122,3,1,1,351,150,1910,Boroondara,-37.8165,145.021,Southern Metropolitan,11308,2016
3514,Heidelberg West,54 Alamein Rd,2,h,580000,S,Harcourts,7/15/2017,8.8,3081,2,1,2,498,75,1955,Banyule,-37.73759,145.04236,Eastern Metropolitan,2674,2017
3515,Caulfield North,1/13 Narong Rd,2,u,536000,S,Gary,2/25/2017,8.1,3161,2,1,1,771,82,1960,Glen Eira,-37.8686,145.0239,Southern Metropolitan,6923,2017
3516,Werribee,31 Hooker Rd,3,h,412700,S,hockingstuart,8/19/2017,14.7,3030,3,1,1,299,112,2005,,-37.89513,144.64056,Western Metropolitan,16166,2017
3517,Brighton,46 Head St,4,h,2400000,S,Hodges,8/13/2016,11.2,3186,4,2,2,640,126,1970,Bayside,-37.892,144.9918,Southern Metropolitan,10579,2016
3518,Melton West,3 Becker Cl,3,h,410000,S,Reliance,5/27/2017,31.7,3337,3,2,2,740,119,1985,Melton,-37.68052,144.55106,Northern Victoria,6065,2017
3519,Glen Iris,2/7 Maitland St,2,u,529500,S,hockingstuart,7/26/2016,9.2,3146,2,1,1,0,126,1970,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412,2016
3520,Carlton North,535 Station St,2,h,1501000,S,Nelson,6/3/2017,3.5,3054,2,1,0,152,126,1970,Yarra,-37.78381,144.97608,Northern Metropolitan,3106,2017
3521,Hughesdale,3/14 Rugby Rd,2,u,455000,S,Fletchers,4/16/2016,13,3166,2,1,2,0,60,1960,Monash,-37.8942,145.0867,Southern Metropolitan,3145,2016
3522,Airport West,154 Halsey Rd,3,t,840000,PI,Nelson,9/3/2016,13.5,3042,3,2,1,303,225,2016,Moonee Valley,-37.718,144.878,Western Metropolitan,3464,2016
3523,Williamstown,9/99 Melbourne Rd,2,u,412000,SP,Williams,2/25/2017,8,3016,2,1,1,0,65,1980,Hobsons Bay,-37.8586,144.8937,Western Metropolitan,6380,2017
3524,Croydon,14 Venetian Ct,3,h,858000,S,RW,9/16/2017,23,3136,3,1,2,857,139,1960,,-37.80244,145.29711,Eastern Metropolitan,11925,2017
3525,Balaclava,5/171 Hotham St,2,u,490000,VB,hockingstuart,4/29/2017,6.6,3183,2,1,0,601,126,1970,Port Phillip,-37.8757,144.998,Southern Metropolitan,2952,2017
3526,Ivanhoe,8/74 Marshall St,2,u,440000,SP,Miles,3/4/2017,7.9,3079,2,1,0,0,126,1960,Banyule,-37.7711,145.047,Eastern Metropolitan,5549,2017
3527,Mount Waverley,18 Malcolm Ct,3,h,1530000,S,Ray,6/17/2017,14.2,3149,3,1,1,750,126,1970,Monash,-37.87718,145.11248,Eastern Metropolitan,13366,2017
3528,Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,7/8/2017,5.3,3122,1,1,1,0,49,1960,Boroondara,-37.81823,145.03972,Southern Metropolitan,11308,2017
3529,Rosanna,7 Pilgrim Ct,5,h,1170000,S,Miles,8/12/2017,8.9,3084,5,3,3,694,210,1975,Banyule,-37.73968,145.07973,Eastern Metropolitan,3540,2017
3530,Essendon,10 Glen St,3,h,1400000,S,Considine,5/20/2017,8,3040,3,1,1,476,126,1970,Moonee Valley,-37.7495,144.9157,Western Metropolitan,9264,2017
3531,Kealba,216 Sunshine Av,3,h,572000,S,Barry,9/23/2017,14,3021,3,1,2,554,125,1975,,-37.73522,144.82044,Western Metropolitan,1202,2017
3532,Cheltenham,19 Shipston Rd,3,h,1240000,S,O'Brien,6/3/2017,17.9,3192,3,1,4,605,130,1960,Kingston,-37.97161,145.07036,Southern Metropolitan,9758,2017
3533,Pascoe Vale,10/43 Arndt Rd,2,u,427500,S,hockingstuart,5/20/2017,9.9,3044,2,1,1,134,75,1988,Moreland,-37.7216,144.9292,Northern Metropolitan,7485,2017
3534,Keilor East,20 College Pde,4,h,1210000,S,Nelson,9/9/2017,11.7,3033,4,4,3,429,126,1970,,-37.74872,144.87558,Western Metropolitan,5629,2017
3535,Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,7/8/2017,6.2,3123,2,1,1,915,73,1970,Boroondara,-37.81835,145.05895,Southern Metropolitan,6482,2017
3536,Essendon,59 Brewster St,3,h,1475000,PI,Paul,6/18/2016,8,3040,3,1,2,388,126,1910,Moonee Valley,-37.7508,144.9163,Western Metropolitan,9264,2016
3537,Reservoir,31 Powell St,3,h,1005000,S,Harcourts,3/4/2017,11.2,3073,3,2,4,466,467,1930,Darebin,-37.7266,145.0004,Northern Metropolitan,21650,2017
3538,Richmond,30 Highett St,4,h,3001000,S,Biggin,4/16/2016,2.6,3121,2,3,1,544,241,1920,Yarra,-37.8152,144.9922,Northern Metropolitan,14949,2016
3539,St Kilda,7/27 Robe St,2,u,365000,VB,Rounds,7/1/2017,5,3182,2,1,1,881,49,1993,Port Phillip,-37.86476,144.97826,Southern Metropolitan,13240,2017
3540,Prahran,6 Wynnstay Rd,3,h,1240000,S,hockingstuart,3/4/2017,4.5,3181,3,1,0,223,126,1970,Stonnington,-37.8527,145.0088,Southern Metropolitan,7717,2017
3541,Viewbank,6 Dawn Ct,4,h,1003000,S,Nelson,5/20/2017,13.8,3084,4,2,2,619,126,1970,Banyule,-37.7355,145.0928,Eastern Metropolitan,2698,2017
3542,Balwyn North,61 Ray Dr,3,h,1260000,PI,hockingstuart,5/28/2016,9.2,3104,3,2,2,458,126,1997,Boroondara,-37.7908,145.0991,Southern Metropolitan,7809,2016
3543,Port Melbourne,202/52 Dow St,1,u,470000,PI,Marshall,5/28/2016,3.8,3207,1,1,1,0,126,1970,Port Phillip,-37.8431,144.9403,Southern Metropolitan,8648,2016
3544,Albert Park,102 Graham St,3,h,2155000,S,RT,4/8/2017,3.3,3206,3,2,0,130,126,1970,Port Phillip,-37.8453,144.949,Southern Metropolitan,3280,2017
3545,Essendon,76 Ogilvie St,3,h,960000,S,Brad,3/4/2017,8,3040,3,1,2,549,106,1950,Moonee Valley,-37.7479,144.8931,Western Metropolitan,9264,2017
3546,Toorak,10/1 Ruabon Rd,2,u,450000,PI,Rodney,8/6/2016,4.6,3142,2,1,1,0,62,1970,Stonnington,-37.8474,145.0078,Southern Metropolitan,7217,2016
3547,Preston,483 Gilbert Rd,3,h,905000,PI,Nelson,7/29/2017,8.4,3072,3,1,1,473,126,1970,Darebin,-37.73379,144.99054,Northern Metropolitan,14577,2017
3548,Oakleigh South,3 Paula Ct,3,h,980500,S,McGrath,11/27/2016,14.7,3167,3,2,2,727,126,1970,Monash,-37.9187,145.1098,South-Eastern Metropolitan,3692,2016
3549,Pascoe Vale,3/238 Cumberland Rd,2,u,496000,S,Brad,5/13/2017,9.9,3044,2,1,1,136,126,1970,Moreland,-37.7218,144.9406,Northern Metropolitan,7485,2017
