index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,year
1873,Thornbury,9 Ethel St,3,t,865000,S,buyMyplace,5/13/2017,6.5,3071,3,2,2,194,126,2000,Darebin,-37.7538,144.9991,Northern Metropolitan,8870,,2017
1874,Brighton,2/71 Roslyn St,4,t,1630000,SP,Biggin,2/25/2017,11.2,3186,4,2,2,432,196,2000,Bayside,-37.9228,145.0022,Southern Metropolitan,10579,,2017
1875,Hawthorn,9/4 Lisson Gr,2,u,630000,S,Jellis,8/13/2016,4.6,3122,2,1,1,71,126,1970,Boroondara,-37.8268,145.0267,Southern Metropolitan,11308,,2016
1876,Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,9/10/2016,13.8,3107,5,3,2,700,220,1973,Manningham,-37.7658,145.124,Eastern Metropolitan,5420,,2016
1877,Maidstone,2/120 Suffolk St,2,h,502000,SP,Sweeney,10/8/2016,9.2,3012,2,1,1,144,79,2005,Maribyrnong,-37.7895,144.8667,Western Metropolitan,3873,,2016
1878,Footscray,8 Buckingham St,3,h,876000,S,Jas,3/4/2017,6.4,3011,3,2,2,204,106,1990,Maribyrnong,-37.8012,144.8921,Western Metropolitan,7570,,2017
1879,Keilor Lodge,8 Turin Pl,4,h,640000,PI,Barry,7/1/2017,15.5,3038,4,2,1,729,126,1987,Brimbank,-37.70115,144.80144,Western Metropolitan,570,,2017
1880,Brunswick,157 Albion St,2,h,770000,S,Nelson,10/15/2016,5.2,3056,2,1,0,152,87,1910,Moreland,-37.7611,144.966,Northern Metropolitan,11918,,2016
1881,Fitzroy North,5/35 Jamieson St,3,t,1015000,S,Collins,10/8/2016,3.5,3068,3,2,1,112,145,2000,Yarra,-37.7912,144.9825,Northern Metropolitan,6244,,2016
1882,Heidelberg Heights,79 Bamfield Rd,3,h,885000,VB,Miles,6/3/2017,8.8,3081,3,1,1,592,125,1960,Banyule,-37.73736,145.05603,Eastern Metropolitan,2947,,2017
1883,Glen Iris,3/32 Iris Rd,2,u,785000,S,Jellis,9/24/2016,9.2,3146,2,1,1,0,126,1970,Boroondara,-37.8488,145.0573,Southern Metropolitan,10412,,2016
1884,Highett,13 Train St,5,h,1225000,S,Buxton,8/19/2017,16,3190,5,2,2,506,210,1950,,-37.94708,145.04056,Southern Metropolitan,4794,,2017
1885,Bentleigh East,14 John St,3,h,1617000,S,Buxton,6/17/2017,13.8,3165,3,1,2,650,126,1970,Glen Eira,-37.91905,145.05597,Southern Metropolitan,10969,,2017
1886,Doncaster,41 Highview Dr,3,h,1310000,S,Darren,8/13/2016,13.9,3108,3,1,2,1157,126,1970,Manningham,-37.7934,145.1336,Eastern Metropolitan,9028,,2016
1887,Brunswick,9 Blyth St,4,h,1515000,S,Jellis,7/8/2017,5.2,3056,4,2,2,236,194,1890,Moreland,-37.76549,144.96366,Northern Metropolitan,11918,,2017
1888,Malvern East,5 Anfield Ct,4,h,1185000,S,Marshall,6/4/2016,11.2,3145,3,2,2,797,180,1950,Stonnington,-37.8783,145.0869,Southern Metropolitan,8801,,2016
1889,Edithvale,107 Kinross Av,3,h,950000,S,Hodges,9/23/2017,27,3196,3,1,2,560,146,1980,,-38.03288,145.11678,South-Eastern Metropolitan,2546,,2017
1890,Montmorency,3/50 Airlie Rd,3,t,960000,S,Barry,5/27/2017,16.2,3094,3,2,2,397,126,2003,Banyule,-37.72331,145.11909,Eastern Metropolitan,3891,,2017
1891,Port Melbourne,305/38 Nott St,2,u,760000,S,Chisholm,8/12/2017,3.5,3207,2,2,1,0,77,2013,Port Phillip,-37.84158,144.93809,Southern Metropolitan,8648,,2017
1892,South Yarra,78 Hope St,2,h,2210000,S,Castran,6/3/2017,2.7,3141,2,2,1,187,133,1890,Melbourne,-37.83554,144.97956,Southern Metropolitan,14887,,2017
1893,Preston,27 South St,3,h,923000,S,Love,6/27/2016,8.8,3072,3,1,0,333,118,1920,Darebin,-37.7423,145.0097,Northern Metropolitan,14577,,2016
1894,Yarraville,40 Tarrengower St,2,h,760000,SP,Jas,9/3/2016,7,3013,2,1,1,134,126,1970,Maribyrnong,-37.8176,144.8911,Western Metropolitan,6543,,2016
1895,Croydon North,2/36 Mulawa St,6,h,1350000,PI,McGrath,6/17/2017,23,3136,6,4,4,4413,126,1970,Maroondah,-37.777,145.28113,Eastern Metropolitan,2985,,2017
1896,Camberwell,2/22 Seymour Gr,2,u,810000,S,Garvey,11/27/2016,7.8,3124,2,1,1,0,126,1970,Boroondara,-37.8357,145.0595,Southern Metropolitan,8920,,2016
1897,South Morang,102 Vincent Dr,3,h,500000,SA,Harcourts,7/22/2017,20.5,3752,3,2,2,330,118,2008,Whittlesea,-37.64027,145.08745,Northern Metropolitan,7969,,2017
1898,Ringwood North,2/65 Evelyn Rd,2,u,602000,S,Philip,6/17/2017,19.9,3134,2,1,1,209,126,1996,Maroondah,-37.79894,145.22697,Eastern Metropolitan,3619,,2017
1899,Wantirna,38 Templeton St,4,h,920000,S,Ray,9/23/2017,14.7,3152,4,2,2,601,126,1970,,-37.86231,145.22633,Eastern Metropolitan,5424,,2017
1900,Ascot Vale,32 Geddes St,4,h,1110000,PI,Nelson,11/27/2016,5.9,3032,4,2,1,349,126,1920,Moonee Valley,-37.7775,144.913,Western Metropolitan,6567,,2016
1901,Alphington,11 Margaret Gr,4,h,1900000,SP,McGrath,11/27/2016,6.4,3078,4,2,2,556,272,1930,Yarra,-37.7844,145.0225,Northern Metropolitan,2211,,2016
1902,West Footscray,17 Braid St,2,h,650000,VB,Sweeney,4/8/2017,8.2,3012,2,1,1,452,126,1950,Maribyrnong,-37.804,144.8772,Western Metropolitan,5058,,2017
1903,Thornbury,1/24 Dundas St,2,t,756000,S,Love,6/17/2017,7,3071,2,1,1,0,103,2010,Darebin,-37.75267,145.00362,Northern Metropolitan,8870,,2017
1904,Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,12/10/2016,11,3147,3,1,2,806,101,1950,Boroondara,-37.8695,145.084,Southern Metropolitan,3052,,2016
1905,Edithvale,91 Edithvale Rd,6,h,1850000,S,O'Brien,5/27/2017,27,3196,6,4,4,840,547,2011,Kingston,-38.03548,145.11763,South-Eastern Metropolitan,2546,,2017
1906,Prahran,210/10 Hillingdon Pl,2,u,510000,PI,hockingstuart,4/23/2016,4.5,3181,2,1,1,0,126,1999,Stonnington,-37.8513,144.9943,Southern Metropolitan,7717,,2016
1907,Williamstown,40 Queen St,3,h,1470000,S,Raine,9/9/2017,6.8,3016,3,1,1,508,126,1970,,-37.85265,144.89376,Western Metropolitan,6380,,2017
1908,Brunswick West,117 Pearson St,3,h,901000,S,Rendina,4/23/2016,5.9,3055,3,1,4,357,126,1970,Moreland,-37.762,144.9497,Northern Metropolitan,7082,,2016
1909,Hampton,12/45 Grenville St,3,u,970000,S,Buxton,6/17/2017,13.8,3188,3,2,2,0,99,2005,Bayside,-37.93538,145.00224,Southern Metropolitan,5454,,2017
1910,Bentleigh East,2/42 Gowrie St,3,h,930000,S,Buxton,11/27/2016,13.9,3165,3,2,2,258,126,1970,Glen Eira,-37.9162,145.0799,Southern Metropolitan,10969,,2016
1911,Seddon,16 Margaret St,3,h,965000,S,Jas,4/16/2016,6.6,3011,3,1,0,217,104,1910,Maribyrnong,-37.8037,144.8874,Western Metropolitan,2417,,2016
1912,Preston,2 Hope St,3,h,1080000,PI,Barry,12/10/2016,8.8,3072,3,2,1,369,126,1970,Darebin,-37.7389,144.9821,Northern Metropolitan,14577,,2016
1913,Airport West,25 Clydesdale Rd,3,h,985000,S,McDonald,4/29/2017,13.5,3042,3,1,1,841,126,1970,Moonee Valley,-37.7251,144.8785,Western Metropolitan,3464,,2017
1914,Coburg,15/1 Manna Gum Ct,3,t,550000,PI,Brace,5/7/2016,7.8,3058,3,2,2,0,168,1970,Moreland,-37.7372,144.9764,Northern Metropolitan,11204,,2016
1915,Essendon,3/10 Kendall St,2,u,702500,S,Nelson,3/4/2017,8,3040,2,1,1,168,77,2008,Moonee Valley,-37.758,144.9311,Western Metropolitan,9264,,2017
1916,Heidelberg Heights,2 Bonar St,3,h,994000,S,Love,12/10/2016,10.5,3081,3,2,2,807,192,1950,Banyule,-37.7453,145.0559,Eastern Metropolitan,2947,,2016
1917,Croydon,55 Binbrook Dr,3,h,862000,S,Carter,6/17/2017,23,3136,3,2,1,864,126,1970,Maroondah,-37.78481,145.26504,Eastern Metropolitan,11925,,2017
1918,Vermont South,9 Coltain St,4,h,950000,VB,Fletchers,8/12/2017,17.2,3133,4,2,2,660,126,1970,Whitehorse,-37.84902,145.18276,Eastern Metropolitan,4280,,2017
1919,Malvern,8/6 Irving St,2,u,740000,S,Marshall,2/25/2017,7.4,3144,2,1,1,0,91,1967,Stonnington,-37.8597,145.0322,Southern Metropolitan,4675,,2017
1920,Coburg,2/58 Moore St,3,t,865000,S,Nelson,11/7/2016,7.8,3058,3,2,2,263,126,2008,Moreland,-37.7546,144.9713,Northern Metropolitan,11204,,2016
1921,Mulgrave,5 Grainger Ct,3,h,1001000,S,Harcourts,7/29/2017,18.8,3170,3,1,2,727,168,1970,Monash,-37.9128,145.16152,South-Eastern Metropolitan,7113,,2017
1922,Moorabbin,16 Matilda Rd,4,h,947500,S,McGrath,12/3/2016,14.6,3189,4,2,2,609,16,1970,Kingston,-37.9416,145.058,Southern Metropolitan,2555,,2016
1923,Williams Landing,89 Sayers Rd,4,h,510000,S,Ray,7/1/2017,17.6,3027,4,2,2,443,443,1970,Wyndham,-37.8543,144.74437,Western Metropolitan,1999,,2017
1924,Essendon,2 McHale Ct,2,h,1065000,VB,Nelson,9/17/2016,8,3040,2,1,2,477,143,1960,Moonee Valley,-37.7503,144.911,Western Metropolitan,9264,,2016
1925,Mentone,5A Elizabeth St,3,t,1010000,S,Buxton,5/27/2017,20,3194,3,1,2,309,126,1970,Kingston,-37.98009,145.06118,South-Eastern Metropolitan,6162,,2017
1926,Surrey Hills,20 Everton Gr,5,h,2630000,S,Marshall,12/10/2016,11.2,3127,5,3,2,777,362,1925,Whitehorse,-37.8287,145.1054,Southern Metropolitan,5457,,2016
1927,Bentleigh,2/1 Marion St,2,u,760000,S,Buxton,7/30/2016,13,3204,2,1,1,192,126,1970,Glen Eira,-37.9193,145.0484,Southern Metropolitan,6795,,2016
1928,Brunswick East,189 Glenlyon Rd,3,h,1125000,S,Collins,3/18/2017,4.5,3057,3,1,2,369,126,1970,Moreland,-37.7727,144.9736,Northern Metropolitan,5533,,2017
1929,Kew,2/64 Normanby Rd,2,u,820000,PI,Noel,5/13/2017,5.6,3101,2,1,1,826,95,1960,Boroondara,-37.805,145.0546,Southern Metropolitan,10331,,2017
1930,Reservoir,32 Ayr St,4,h,800000,SP,RW,4/22/2017,11.2,3073,4,1,4,605,126,1970,Darebin,-37.7051,145.0331,Northern Metropolitan,21650,,2017
1931,Balwyn North,6 Aquila St,5,h,3000000,VB,Marshall,8/26/2017,9.7,3104,5,4,2,830,126,1970,,-37.78739,145.07389,Southern Metropolitan,7809,,2017
1932,South Yarra,61 Osborne St,3,h,2395000,S,hockingstuart,3/18/2017,3.3,3141,3,1,2,442,126,1970,Stonnington,-37.8432,144.9906,Southern Metropolitan,14887,,2017
1933,Doncaster,7 Reddan Ct,4,h,1460800,SP,Jellis,11/19/2016,13.9,3108,4,3,2,654,305,1970,Manningham,-37.7856,145.1088,Eastern Metropolitan,9028,,2016
1934,Doncaster,35 Bellara St,3,h,1430000,S,Barry,11/19/2016,13.9,3108,3,1,2,811,126,1970,Manningham,-37.7927,145.1386,Eastern Metropolitan,9028,,2016
1935,Yarraville,4 Finlay St,4,h,1550000,S,Village,12/3/2016,7,3013,4,2,2,427,233,2010,Maribyrnong,-37.8187,144.8771,Western Metropolitan,6543,,2016
1936,Middle Park,198 Page St,3,h,2350000,S,Cayzer,12/3/2016,4.1,3206,3,1,2,277,132,1900,Port Phillip,-37.8516,144.9624,Southern Metropolitan,2019,,2016
1937,North Melbourne,1/315 Flemington Rd,1,u,340000,S,Brad,12/3/2016,2.3,3051,1,1,1,0,126,1970,Melbourne,-37.7916,144.9443,Northern Metropolitan,6821,,2016
1938,Bentleigh East,2/10 Matthews Rd,2,u,485000,SP,Buxton,5/22/2016,13.9,3165,2,2,2,0,83,2011,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969,,2016
1939,Thornbury,327 Gillies St,3,h,1210000,PI,Nelson,6/12/2016,6.5,3071,3,2,2,398,126,1970,Darebin,-37.763,145.0198,Northern Metropolitan,8870,,2016
1940,Elwood,4/25 Kingsley St,1,u,451000,S,Chisholm,11/19/2016,7.7,3184,1,1,1,0,126,1970,Port Phillip,-37.8895,144.9902,Southern Metropolitan,8989,,2016
1941,Riddells Creek,53 Bluegum Cct,4,h,817000,S,Raine,6/24/2017,47.4,3431,4,2,4,1459,272.4,2011,Macedon Ranges,-37.45709,144.68999,Northern Victoria,1475,,2017
1942,Brighton East,35 Studley Rd,4,t,1620000,PI,Buxton,6/17/2017,10.3,3187,4,2,2,326,515.78,1970,Bayside,-37.92875,145.0248,Southern Metropolitan,6938,,2017
1943,Windsor,7/23 The Avenue,1,u,300000,VB,Beller,11/19/2016,5.1,3181,1,1,1,705,126,1970,Stonnington,-37.8556,144.9977,Southern Metropolitan,4380,,2016
1944,Northcote,22 Ellesmere St,2,h,875000,S,Nelson,6/18/2016,5.5,3070,2,1,1,0,126,1970,Darebin,-37.7736,145.0074,Northern Metropolitan,11364,,2016
1945,Brunswick,2/15 De Carle St,2,u,320000,S,Ray,4/8/2017,5.2,3056,2,1,1,638,48,1970,Moreland,-37.762,144.9647,Northern Metropolitan,11918,,2017
1946,Werribee,91 Market Rd,3,h,472000,SP,Triwest,6/3/2017,14.7,3030,3,1,0,700,151,1950,Wyndham,-37.89363,144.65693,Western Metropolitan,16166,,2017
1947,Northcote,16 Thomson St,2,h,1260000,S,Jellis,5/27/2017,5.3,3070,2,1,1,234,126,1900,Darebin,-37.78015,145.00777,Northern Metropolitan,11364,,2017
1948,Carnegie,67 Belsize Av,3,h,1510000,S,Ray,9/16/2017,10.1,3163,3,2,2,560,126,1970,,-37.893,145.05861,Southern Metropolitan,7822,,2017
1949,Pascoe Vale,101 Northumberland Rd,3,t,600000,S,Eview,9/17/2016,9.9,3044,3,3,1,205,107,1940,Moreland,-37.7212,144.9326,Northern Metropolitan,7485,,2016
1950,Templestowe Lower,64 Magnolia Ct,4,h,1325000,S,Fletchers,9/17/2016,13.8,3107,4,3,2,740,126,1970,Manningham,-37.7728,145.1271,Eastern Metropolitan,5420,,2016
1951,Avondale Heights,105 Canning St,3,h,848000,S,Nelson,3/4/2017,10.5,3034,3,1,2,542,126,1970,Moonee Valley,-37.7706,144.8629,Western Metropolitan,4502,,2017
1952,Ivanhoe,2/94 Oriel Rd,3,t,550000,PI,Barry,11/27/2016,7.9,3079,3,1,1,139,126,1970,Banyule,-37.757,145.0382,Eastern Metropolitan,5549,,2016
1953,Hillside,22 Hillcrest Dr,6,h,935000,S,Prof.,6/17/2017,18,3037,6,4,2,694,126,1970,Melton,-37.68178,144.73779,Western Metropolitan,5556,,2017
1954,Armadale,11/49 Kooyong Rd,1,u,380000,S,Marshall,7/29/2017,6.3,3143,1,1,1,0,126,1960,Stonnington,-37.85889,145.01989,Southern Metropolitan,4836,,2017
1955,Montmorency,12 Aanensen Ct,3,h,1130000,S,Barry,5/27/2017,16.2,3094,3,2,2,842,126,1970,Banyule,-37.72096,145.12948,Eastern Metropolitan,3891,,2017
1956,Mulgrave,13 Excelsior Cct,3,h,757500,S,Ray,6/17/2017,18.8,3170,3,2,1,145,126,1970,Monash,-37.93226,145.19097,South-Eastern Metropolitan,7113,,2017
1957,Doncaster East,2 Monet Ct,3,h,1530000,PI,Barry,7/8/2017,14.3,3109,3,2,2,798,160,1978,Manningham,-37.77655,145.15387,Eastern Metropolitan,10999,,2017
1958,Southbank,75/285 City Rd,1,u,370000,VB,Dingle,7/30/2016,1.2,3006,1,1,1,546,51,2000,Melbourne,-37.8274,144.9587,Southern Metropolitan,8400,,2016
1959,Brighton,15 Whyte St,3,h,2266000,S,Marshall,3/4/2017,11.2,3186,3,2,2,450,126,1970,Bayside,-37.9243,144.9989,Southern Metropolitan,10579,,2017
1960,Tullamarine,56 Broadmeadows Rd,3,h,822000,S,Jason,7/22/2017,12.9,3043,3,1,1,778,112,1960,Hume,-37.70321,144.87972,Western Metropolitan,3296,,2017
1961,Kew East,44 Westbrook St,3,h,1880000,S,Jellis,10/15/2016,7.5,3102,3,1,2,836,126,1970,Boroondara,-37.7951,145.053,Southern Metropolitan,2671,,2016
1962,Bentleigh East,3 Forrest St,3,h,1200000,S,Woodards,2/25/2017,13.9,3165,3,1,1,640,120,1960,Glen Eira,-37.916,145.0776,Southern Metropolitan,10969,,2017
1963,West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,9/3/2016,1.9,3003,3,3,2,0,132,1940,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230,,2016
1964,Carlton,113 Station St,3,h,1760000,S,Nelson,7/1/2017,1.6,3053,3,2,2,151,126,1970,Melbourne,-37.79449,144.97406,Northern Metropolitan,6786,,2017
1965,Caulfield South,5 Alder St,3,h,1460000,S,hockingstuart,12/3/2016,9.3,3162,3,1,2,451,121,1960,Glen Eira,-37.8874,145.019,Southern Metropolitan,5051,,2016
1966,South Melbourne,67 Dow St,1,h,807500,S,Greg,5/27/2017,1.9,3205,1,1,0,74,126,1900,Port Phillip,-37.83627,144.9605,Southern Metropolitan,5943,,2017
1967,Hawthorn,3/31 Robinson Rd,3,h,1500000,PI,Jellis,8/12/2017,5.3,3122,3,3,2,255,126,1997,Boroondara,-37.83195,145.04212,Southern Metropolitan,11308,,2017
1968,Coburg,32 Rose St,2,h,901000,S,Peter,6/27/2016,7.8,3058,2,1,1,545,107,1940,Moreland,-37.7445,144.9471,Northern Metropolitan,11204,,2016
1969,Bentleigh East,579 Warrigal Rd,3,h,700000,S,Thomson,5/22/2016,13.9,3165,0,0,0,456,126,1970,Glen Eira,-37.9314,145.0808,Southern Metropolitan,10969,,2016
1970,Brunswick,1/135 Brunswick Rd,2,t,600000,PI,Ray,4/22/2017,5.2,3056,2,1,1,109,126,2011,Moreland,-37.7778,144.9683,Northern Metropolitan,11918,,2017
1971,Ringwood North,41 Felix Cr,4,h,812000,SP,Appleby,8/12/2017,19.9,3134,4,2,2,962,126,1970,Maroondah,-37.80161,145.22151,Eastern Metropolitan,3619,,2017
1972,Port Melbourne,2/79 Pickles St,1,u,545000,S,Chisholm,5/27/2017,3.5,3207,1,1,1,0,126,2000,Port Phillip,-37.84237,144.94486,Southern Metropolitan,8648,,2017
1973,Fitzroy North,717 Brunswick St,3,h,1300000,S,Collins,11/27/2016,3.5,3068,3,2,0,127,135,1890,Yarra,-37.7851,144.9809,Northern Metropolitan,6244,,2016
1974,Preston,99 Murray Rd,3,h,900000,SP,hockingstuart,11/12/2016,8.8,3072,3,1,1,527,126,1970,Darebin,-37.7396,145.0174,Northern Metropolitan,14577,,2016
1975,Ashwood,4 Moore St,4,h,1425000,S,Buxton,6/24/2017,10.2,3147,4,1,2,778,126,1970,Monash,-37.86301,145.11159,Southern Metropolitan,2894,,2017
1976,Windsor,56 Henry St,3,h,1850000,VB,Marshall,12/3/2016,5.1,3181,3,1,2,361,126,1970,Stonnington,-37.8546,144.9865,Southern Metropolitan,4380,,2016
1977,Hawthorn,3/20 Yarra Gr,3,h,1485000,S,Marshall,8/12/2017,5.3,3122,3,2,2,0,139,1975,Boroondara,-37.82452,145.02204,Southern Metropolitan,11308,,2017
1978,Abbotsford,124 Yarra St,3,h,1876000,S,Nelson,5/7/2016,2.5,3067,4,2,0,245,210,1910,Yarra,-37.8024,144.9993,Northern Metropolitan,4019,,2016
1979,Fawkner,42 Hedley St,3,h,1000000,PI,Ray,5/20/2017,12.4,3060,3,1,2,1069,120,1960,Moreland,-37.6931,144.9596,Northern Metropolitan,5070,,2017
1980,Windsor,7/8 The Avenue,1,u,501000,PI,Noel,7/16/2016,5.1,3181,1,1,1,0,51,2005,Port Phillip,-37.8571,144.9979,Southern Metropolitan,4380,,2016
1981,Ivanhoe,3/11 Oriel Rd,3,t,890000,S,Nelson,6/4/2016,7.9,3079,3,2,2,249,140,2005,Banyule,-37.766,145.0345,Eastern Metropolitan,5549,,2016
1982,Malvern East,641 Waverley Rd,3,h,2500000,VB,RT,8/12/2017,8.4,3145,3,1,2,1128,110,1950,Stonnington,-37.87923,145.08955,Southern Metropolitan,8801,,2017
1983,Camberwell,20 Kirkwood Dr,5,h,2740000,S,Fletchers,8/28/2016,7.8,3124,4,2,2,643,363,2005,Boroondara,-37.8421,145.0719,Southern Metropolitan,8920,,2016
1984,Brighton,59 William St,2,h,1701000,S,Buxton,2/25/2017,11.2,3186,2,1,2,0,126,1970,Bayside,-37.9118,145.0041,Southern Metropolitan,10579,,2017
1985,Ascot Vale,30 Mirams St,4,h,1300000,PI,Jellis,11/27/2016,5.9,3032,4,1,4,664,126,1970,Moonee Valley,-37.7765,144.9132,Western Metropolitan,6567,,2016
1986,Coburg North,203b Elizabeth St,2,t,570000,S,Ray,4/23/2016,9.2,3058,2,2,2,186,126,1970,Moreland,-37.7263,144.9843,Northern Metropolitan,3445,,2016
1987,Hawthorn,303/25 Lynch St,2,u,495000,S,Fletchers,11/7/2016,4.6,3122,2,1,1,0,60,2014,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308,,2016
1988,Reservoir,192 Edwardes St,2,h,1700000,PI,Barry,3/18/2017,11.2,3073,2,1,6,1041,126,1970,Darebin,-37.7152,144.997,Northern Metropolitan,21650,,2017
1989,Hawthorn East,10 Miami St,3,h,2100000,VB,Marshall,9/17/2016,7.5,3123,3,1,2,664,126,1930,Boroondara,-37.8345,145.0443,Southern Metropolitan,6482,,2016
1990,Heidelberg Heights,6/34 Bonar St,3,t,706750,S,Nelson,2/11/2017,10.5,3081,3,2,2,250,125,2012,Banyule,-37.7449,145.0523,Eastern Metropolitan,2947,,2017
1991,Elsternwick,31 Prentice St,3,h,1450000,S,Biggin,11/19/2016,8.5,3185,3,1,2,351,108,1915,Glen Eira,-37.8832,145.0133,Southern Metropolitan,4898,,2016
1992,Bulleen,206 Manningham Rd,4,h,1225000,S,Ray,5/7/2016,11.8,3105,4,2,2,723,159,1970,Manningham,-37.7724,145.1033,Eastern Metropolitan,4480,,2016
1993,Epping,111 Duffy St,3,h,410000,SP,hockingstuart,7/22/2017,19.6,3076,3,1,1,216,126,1970,Whittlesea,-37.64151,145.02265,Northern Metropolitan,10926,,2017
1994,Vermont South,3 Terrara Ct,4,h,1290000,S,Ray,6/24/2017,17.2,3133,4,2,2,407,300,2003,Whitehorse,-37.85028,145.18787,Eastern Metropolitan,4280,,2017
1995,Heidelberg Heights,1/97 Bamfield Rd,2,u,450000,SP,Miles,4/23/2016,10.5,3081,2,1,1,0,82,1970,Banyule,-37.7359,145.0563,Eastern Metropolitan,2947,,2016
1996,Middle Park,287 Richardson St,4,h,3120000,S,Marshall,11/19/2016,4.1,3206,4,2,1,182,100,1900,Port Phillip,-37.8518,144.9663,Southern Metropolitan,2019,,2016
1997,Epping,2/33 Wedge St,2,u,503000,S,Love,7/29/2017,19.6,3076,2,2,2,214,115,2000,Whittlesea,-37.65151,145.02815,Northern Metropolitan,10926,,2017
1998,Altona,7 Cowra St,3,h,840000,SP,hockingstuart,4/8/2017,13.8,3018,3,1,2,577,126,1970,Hobsons Bay,-37.864,144.8161,Western Metropolitan,5301,,2017
1999,Keilor East,5 Viewbank Dr,3,h,823000,S,Nelson,11/27/2016,12.8,3033,3,1,2,538,126,1970,Moonee Valley,-37.7486,144.8778,Western Metropolitan,5629,,2016
2000,Footscray,58 Wolverhampton St,4,h,977000,S,Village,12/3/2016,6.4,3011,4,2,1,154,161,2007,Maribyrnong,-37.7983,144.8911,Western Metropolitan,7570,,2016
2001,Point Cook,49 Lindsay Gdns,4,h,596000,S,hockingstuart,7/15/2017,14.7,3030,4,2,2,416,182.9,2006,Wyndham,-37.89279,144.73158,Western Metropolitan,15542,,2017
2002,Brighton,5/22 Well St,2,u,737000,S,Nick,5/22/2016,11.2,3186,3,1,1,106,126,1975,Bayside,-37.9159,144.9936,Southern Metropolitan,10579,,2016
2003,Caulfield North,13/378 Dandenong Rd,2,u,722000,SP,Castran,9/17/2016,8.1,3161,2,2,2,0,126,2011,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,,2016
2004,Armadale,1/25 Mercer Rd,3,u,2120000,S,Jellis,4/29/2017,6.3,3143,3,2,3,395,126,1970,Stonnington,-37.8536,145.0263,Southern Metropolitan,4836,,2017
2005,Parkdale,1/6 Birdwood St,3,t,1190000,PI,Hodges,7/15/2017,21.5,3195,3,2,2,0,131,2013,Kingston,-37.99577,145.07215,South-Eastern Metropolitan,5087,,2017
2006,Carrum Downs,40 Whimbrel Cr,4,h,647000,S,Harcourts,7/8/2017,34.9,3201,4,2,4,688,204,2002,Frankston,-38.10984,145.17062,South-Eastern Metropolitan,8060,,2017
2007,Kew,43 Rowland St,7,h,4050000,S,Marshall,8/12/2017,5.4,3101,7,4,2,725,126,1970,Boroondara,-37.81185,145.05387,Southern Metropolitan,10331,,2017
2008,Ivanhoe East,24 Flora Gr,3,h,1605000,S,Miles,8/6/2016,9,3079,3,1,1,624,117,1950,Banyule,-37.7741,145.0506,Eastern Metropolitan,1554,,2016
2009,Niddrie,2/50 Jackson St,3,u,700000,S,Nelson,6/18/2016,11.2,3042,3,1,1,202,126,1970,Moonee Valley,-37.7389,144.887,Western Metropolitan,2291,,2016
2010,Surrey Hills,5/19 Elm St,2,u,740000,VB,HAR,6/3/2017,10.2,3127,2,1,2,193,80,1970,Whitehorse,-37.83275,145.1055,Southern Metropolitan,5457,,2017
2011,Pascoe Vale,1 Dorset Rd,2,h,630000,S,YPA,4/23/2016,9.9,3044,2,1,1,602,126,1970,Moreland,-37.724,144.9501,Northern Metropolitan,7485,,2016
2012,Bentleigh East,24 Hill St,3,h,1316000,S,hockingstuart,6/17/2017,13.8,3165,3,1,1,636,126,1958,Glen Eira,-37.92463,145.06051,Southern Metropolitan,10969,,2017
2013,Rosanna,2/237 Rosanna Rd,3,u,601000,S,Barry,5/28/2016,11.4,3084,3,2,1,217,142,2006,Banyule,-37.7388,145.0742,Eastern Metropolitan,3540,,2016
2014,Bentleigh East,47 Parkmore Rd,4,h,1370000,VB,Gary,8/26/2017,13.8,3165,4,3,3,605,186,1930,,-37.91487,145.06623,Southern Metropolitan,10969,,2017
2015,Brooklyn,77 Corrigan Av,2,u,555000,S,Barlow,7/29/2017,6.4,3012,2,2,1,207,126,1970,Hobsons Bay,-37.82001,144.84245,Western Metropolitan,962,,2017
2016,Caulfield South,5/27 Venus St,1,u,290000,VB,Gary,11/27/2016,9.3,3162,1,1,1,0,126,1970,Glen Eira,-37.8943,145.0145,Southern Metropolitan,5051,,2016
2017,Elwood,2/6 Southey St,2,u,575000,PI,Chisholm,10/8/2016,7.7,3184,2,1,0,483,57,1950,Port Phillip,-37.874,144.9835,Southern Metropolitan,8989,,2016
2018,Sunshine West,9 Noble Ct,3,t,615000,PI,Barry,7/22/2017,10.5,3020,3,2,1,358,27,1999,Brimbank,-37.79573,144.79311,Western Metropolitan,6763,,2017
2019,Middle Park,277 Danks St,3,h,2600000,VB,Cayzer,9/3/2016,4.1,3206,3,1,1,279,133,1900,Port Phillip,-37.8499,144.957,Southern Metropolitan,2019,,2016
